Area;BHK;Bathroom;Furnishing;Locality;Parking;Price;Status;Transaction;Type;Per_Sqft;city
2000;3;3;Unfurnished;DDA Flats Vasant Kunj, Vasant Kunj;1;31000000;Ready_to_move;Resale;Apartment;15500;Seattle
650;1;2;Semi-Furnished;DDA Flats Sector E Pocket 1, Vasant Kunj;1;7400000;Ready_to_move;Resale;Apartment;15500;Kenmore
1100;2;2;Unfurnished;Vasant Kunj;1;15500000;Ready_to_move;Resale;Apartment;15500;Seattle
1075;2;2;Semi-Furnished;DDA Flats Sector E Pocket 1, Vasant Kunj;2;12000000;Ready_to_move;New_Property;Apartment;15500;Seattle
1450;3;2;Semi-Furnished;DDA Flats Vasant Kunj, Vasant Kunj Sector D;2;23500000;Ready_to_move;Resale;Apartment;15500;Carnation
1200;3;2;Semi-Furnished;Vasant Kunj Sector A;2;25000000;Ready_to_move;Resale;Apartment;20833;Issaquah
600;1;2;Unfurnished;E2 Vasant Kunj, Vasant Kunj;2;7000000;Ready_to_move;New_Property;Apartment;20833;Seattle
1000;2;2;Unfurnished;DDA Flats Vasant Kunj, Vasant Kunj;1;17500000;Ready_to_move;Resale;Apartment;20833;Seattle
1600;3;2;Semi-Furnished;Ganga Apartment Sector D Pocket 6, Vasant Kunj;1;25000000;Ready_to_move;Resale;Apartment;20833;Maple Valley
1750;4;4;Unfurnished;Vasant Kunj Sector C;1;29000000;Ready_to_move;New_Property;Apartment;20833;Seattle
1300;3;3;Semi-Furnished;DDA Flats Sector E Pocket 1, Vasant Kunj;1;21900000;Ready_to_move;Resale;Apartment;20833;Kent
550;1;2;Furnished;Vasant Kunj Sector D;1;7500000;Ready_to_move;Resale;Apartment;20833;Seattle
2200;4;3;Semi-Furnished;DDA Flats Vasant Kunj, Vasant Kunj Sector C;2;23500000;Ready_to_move;Resale;Apartment;10681;Seattle
1100;2;2;Semi-Furnished;Vasant Kunj Sector C;2;24000000;Ready_to_move;Resale;Apartment;21818;Seattle
1700;3;2;Semi-Furnished;Vasant Kunj;2;31000000;Ready_to_move;Resale;Builder_Floor;21818;Redmond
1100;2;2;Semi-Furnished;Vasant Kunj;3;16500000;Ready_to_move;Resale;Apartment;21818;Seattle
1000;2;2;Furnished;Kishangarh, Vasant Kunj;1;5000000;Ready_to_move;Resale;Builder_Floor;21818;Issaquah
1350;3;2;Furnished;DDA Pocket 1, Vasant Kunj Sector D;1;24000000;Ready_to_move;New_Property;Apartment;21818;Clyde Hill
1184;2;2;Semi-Furnished;Ganga Apartment Sector D Pocket 6, Vasant Kunj;1;17000000;Ready_to_move;Resale;Apartment;14358;Seattle
2000;4;2;Furnished;Vasant Kunj Sector B;1;40000000;Ready_to_move;New_Property;Apartment;14358;Shoreline
3500;4;4;Semi-Furnished;Vasant Kunj;5;22500000;Ready_to_move;New_Property;Builder_Floor;14358;Seattle
900;3;3;Furnished;Vasant Kunj;2;20000000;Ready_to_move;Resale;Builder_Floor;14358;Mercer Island
4688;5;4;Unfurnished;The Leela Sky Villas, Patel Nagar;1;135000000;Almost_ready;New_Property;Apartment;28797;Auburn
750;2;2;Semi-Furnished;J R Designers Floors, Rohini Sector 24;1;5000000;Ready_to_move;New_Property;Apartment;6667;Bellevue
3901;4;4;Unfurnished;The Leela Sky Villas, Patel Nagar;1;93000000;Almost_ready;New_Property;Apartment;23840;Seattle
950;3;2;Furnished;Uttam Nagar Floors, Uttam Nagar;1;4370000;Ready_to_move;New_Property;Apartment;4600;Bellevue
1000;3;2;Unfurnished;Virat Residency, Dwarka Mor;1;4620000;Ready_to_move;New_Property;Apartment;4620;Mercer Island
850;2;1;Semi-Furnished;Siddhartha Heights, Dwarka Sector 24;1;1900000;Ready_to_move;New_Property;Apartment;2235;Duvall
2400;4;4;Semi-Furnished;Find Homes, Greater Kailash 2;1;70000000;Ready_to_move;New_Property;Apartment;2235;Seattle
1350;3;2;Unfurnished;MTNL Employees House Welfare Society, Dwarka Sector 24;1;5130000;Ready_to_move;New_Property;Apartment;3800;Bellevue
540;2;2;Semi-Furnished;Adarsh Homes, Dwarka Mor;1;3000000;Ready_to_move;New_Property;Apartment;5000;Seattle
1387;4;4;Unfurnished;Delhi Homes Yojana, Dwarka Sector 24;1;5890000;Ready_to_move;New_Property;Apartment;4247;Seattle
540;2;2;Semi-Furnished;Kushwaha Homes, Uttam Nagar;1;3300000;Ready_to_move;New_Property;Apartment;6111;Seattle
976;2;2;Furnished;Godrej South Estate, Okhla;1;24900000;Ready_to_move;New_Property;Apartment;25512;Maple Valley
1050;3;2;Unfurnished;The Elite Spire, Dwarka Sector 21;1;3700000;Ready_to_move;New_Property;Apartment;3524;Seattle
2700;4;3;Semi-Furnished;APL Builder Floor, Greater Kailash 1;1;60000000;Ready_to_move;New_Property;Builder_Floor;22222;Seattle
1500;3;2;Unfurnished;Kunj Vihar Apartment, Dwarka Sector 12;1;17400000;Ready_to_move;Resale;Apartment;22222;Renton
2900;5;5;Furnished;Janakpuri Block A3;1;51000000;Almost_ready;New_Property;Builder_Floor;22222;Sammamish
5025;5;6;Unfurnished;Greater Kailash 2;4;170000000;Almost_ready;New_Property;Builder_Floor;22222;Woodinville
1000;3;2;Semi-Furnished;Partap Homes, Bhagwati Vihar, Uttam Nagar;1;5510000;Almost_ready;New_Property;Builder_Floor;22222;Auburn
1135;3;3;Furnished;The Amaryllis, Karol Bagh;2;25000000;Almost_ready;Resale;Apartment;22222;Renton
2306;3;3;Unfurnished;The Leela Sky Villas, Patel Nagar;1;57000000;Almost_ready;New_Property;Apartment;24718;Seattle
850;2;2;Semi-Furnished;Diamond Heights Multi Estate, Najafgarh;1;2940000;Almost_ready;New_Property;Apartment;24718;Kirkland
1200;3;3;Semi-Furnished;Ashirwad Apartments, Dwarka Sector 12;1;15500000;Ready_to_move;Resale;Apartment;24718;Seattle
1700;3;2;Semi-Furnished;Sunny Valley Apartments, Dwarka;1;17200000;Ready_to_move;Resale;Apartment;24718;Seattle
1800;4;3;Semi-Furnished;Vasant Vihar Builder Floor, Vasant Vihar;2;55000000;Ready_to_move;Resale;Builder_Floor;30556;Redmond
1100;2;2;Semi-Furnished;Vasant Kunj;1;15000000;Ready_to_move;Resale;Apartment;30556;Burien
22050;4;4;Semi-Furnished;Greater Kailash 1;2;51000000;Almost_ready;New_Property;Builder_Floor;30556;Kirkland
1550;4;3;Semi-Furnished;Rohini Sector 24;1;13000000;Ready_to_move;New_Property;Builder_Floor;30556;Mercer Island
1600;3;3;Semi-Furnished;Greater Kailash 1;1;30000000;Ready_to_move;New_Property;Builder_Floor;18750;Mercer Island
700;2;2;Semi-Furnished;Khanpur, Madangir;1;2400000;Ready_to_move;New_Property;Builder_Floor;18750;Maple Valley
45;4;3;Unfurnished;Batla House, Okhla;1;5500000;Ready_to_move;New_Property;Builder_Floor;18750;Seattle
1750;4;4;Unfurnished;Vasant Kunj Sector C;1;29000000;Ready_to_move;New_Property;Apartment;6667;Seattle
2210;4;3;Semi-Furnished;Sukhdev Vihar, Okhla;1;41000000;Ready_to_move;Resale;Builder_Floor;6667;Redmond
760;3;2;Furnished;Geeta Colony;1;6000000;Ready_to_move;Resale;Builder_Floor;6667;Normandy Park
400;2;1;Furnished;Krishna Nagar Block A;1;2500000;Ready_to_move;New_Property;Apartment;6667;Seattle
380;1;1;Unfurnished;Geeta Colony;1;2200000;Ready_to_move;Resale;Builder_Floor;6667;Seattle
904.1676;2;2;Furnished;Taj Enclave, Khairatabad;1;21500000;Ready_to_move;New_Property;Apartment;6667;Clyde Hill
900;4;1;Furnished;Shastri Park, Shahdara;1;15000000;Ready_to_move;Resale;Apartment;6667;Seattle
810;5;6;Furnished;Geeta Colony;1;28900000;Ready_to_move;Resale;Apartment;6667;Seattle
100;3;2;Unfurnished;Geeta Colony;1;5500000;Ready_to_move;Resale;Builder_Floor;6667;Kirkland
50;2;1;Semi-Furnished;Shastri Park, Shahdara;1;1950000;Ready_to_move;New_Property;Apartment;6667;Maple Valley
58;2;1;Unfurnished;Geeta Colony;1;3800000;Ready_to_move;Resale;Apartment;6667;Bellevue
900;2;1;Semi-Furnished;Sitaram Bazar, Chandni Chowk;1;6200000;Ready_to_move;New_Property;Builder_Floor;6667;Burien
1650;4;3;Furnished;Shahdara;1;14000000;Almost_ready;New_Property;Apartment;6667;Seattle
1000;2;2;Unfurnished;Laxmi Nagar;1;7500000;Ready_to_move;Resale;Apartment;6667;Seattle
852;2;2;Unfurnished;Shahdara How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 852 sqft status Ready to Move transaction Resale ownership Freehold bathroom 2 Contact Now Enquire Now Auction By;1;2670000;Ready_to_move;Resale;Apartment;6667;Mercer Island
700;2;2;Semi-Furnished;Shahdara;1;2500000;Ready_to_move;Resale;Apartment;6667;Vashon
990;3;2;Unfurnished;Laxmi Nagar;1;4000000;Ready_to_move;Resale;Apartment;4040;Seattle
450;2;1;Semi-Furnished;Laxmi Nagar;1;3500000;Ready_to_move;Resale;Builder_Floor;7778;Bellevue
1000;2;2;Unfurnished;Laxmi Nagar;1;5000000;Ready_to_move;New_Property;Apartment;5000;Seattle
1700;4;3;Semi-Furnished;Saket;2;29500000;Ready_to_move;Resale;Builder_Floor;21071;Seattle
1350;3;2;Unfurnished;Anupam Enclave, Saket;1;19000000;Ready_to_move;Resale;Builder_Floor;14074;Seattle
2100;4;3;Furnished;Saket;1;25500000;Ready_to_move;Resale;Apartment;14074;Redmond
2600;4;4;Semi-Furnished;Saket;3;75000000;Ready_to_move;New_Property;Builder_Floor;28846;Maple Valley
3000;4;5;Semi-Furnished;Saket;4;75000000;Ready_to_move;New_Property;Builder_Floor;28846;Kirkland
1450;3;3;Semi-Furnished;RWA Flats, Saket;1;34000000;Almost_ready;New_Property;Builder_Floor;28846;Renton
2050;4;4;Semi-Furnished;Saket;1;47500000;Ready_to_move;New_Property;Builder_Floor;28846;Redmond
3000;4;5;Semi-Furnished;Metrotech Builder Floors, Saket;3;75000000;Ready_to_move;New_Property;Builder_Floor;28846;Seattle
1800;3;3;Semi-Furnished;Saket Court Residential Complex, Saket;2;23000000;Ready_to_move;Resale;Apartment;28846;Sammamish
900;3;2;Semi-Furnished;Press Enclave Society, Saket;1;24000000;Ready_to_move;Resale;Apartment;28846;Woodinville
1500;3;2;Semi-Furnished;RWA Flats, Saket;2;21500000;Ready_to_move;Resale;Apartment;28846;Issaquah
1500;3;2;Semi-Furnished;Saket;1;28500000;Ready_to_move;New_Property;Builder_Floor;28846;Kenmore
1800;4;4;Semi-Furnished;Project Paryavaran Complex, Saket;1;12500000;Ready_to_move;Resale;Builder_Floor;6944;Federal Way
1674;3;3;Unfurnished;Saket;1;45000000;Ready_to_move;Resale;Builder_Floor;6944;Redmond
2025;4;3;Furnished;Saket;2;30500000;Ready_to_move;Resale;Builder_Floor;6944;Shoreline
1300;3;3;Semi-Furnished;Saket;3;22500000;Ready_to_move;Resale;Builder_Floor;6944;Renton
990;3;3;Furnished;Press Enclave Society, Saket;1;28000000;Ready_to_move;Resale;Apartment;6944;Kent
2100;3;4;Semi-Furnished;Saket;2;25000000;Ready_to_move;Resale;Builder_Floor;14705;Seattle
2250;4;4;Semi-Furnished;Saket;2;33700000;Ready_to_move;Resale;Builder_Floor;14705;Issaquah
1500;3;3;Semi-Furnished;Saket;1;27000000;Ready_to_move;Resale;Builder_Floor;18000;Bellevue
2700;4;4;Semi-Furnished;Saket;2;43500000;Ready_to_move;New_Property;Builder_Floor;18000;Bellevue
1700;3;3;Semi-Furnished;RWA Flats, Saket;2;29000000;Ready_to_move;New_Property;Builder_Floor;18000;Seattle
1700;3;3;Semi-Furnished;Saket;2;30000000;Ready_to_move;Resale;Builder_Floor;17647;Redmond
2050;4;4;Semi-Furnished;Saket;2;52100000;Ready_to_move;New_Property;Apartment;17647;Seattle
1800;3;3;Unfurnished;Saket;1;32500000;Ready_to_move;New_Property;Builder_Floor;18055;Seattle
1500;3;2;Semi-Furnished;Saket;1;20500000;Ready_to_move;Resale;Apartment;18055;Yarrow Point
2000;4;3;Semi-Furnished;Saket;1;25000000;Ready_to_move;Resale;Apartment;12500;Kent
1500;3;3;Semi-Furnished;Saket;2;30000000;Ready_to_move;Resale;Builder_Floor;12500;Duvall
24300;4;5;Semi-Furnished;Saket;2;51000000;Ready_to_move;Resale;Builder_Floor;12500;Seattle
2475;4;4;Semi-Furnished;Saket;1;31000000;Ready_to_move;Resale;Builder_Floor;12500;Auburn
1500;3;3;Semi-Furnished;Safdarjung Enclave;4;37500000;Ready_to_move;New_Property;Builder_Floor;25000;Renton
2100;4;4;Semi-Furnished;Safdarjung Enclave;3;55000000;Ready_to_move;New_Property;Builder_Floor;25000;Seattle
1800;4;4;Semi-Furnished;Safdarjung Enclave;2;87500000;Ready_to_move;New_Property;Builder_Floor;25000;Seattle
1100;2;2;Unfurnished;Safdarjung Enclave;1;16300000;Ready_to_move;Resale;Apartment;14818;Seattle
2035;4;4;Unfurnished;Safdarjung Enclave;2;65000000;Ready_to_move;New_Property;Builder_Floor;14818;Seattle
1100;3;3;Unfurnished;Safdarjung Enclave carpet area 1100 sqft status Ready to Move floor Ground out of 4 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 3 ownership Freehold if you are searching for your dream house, congratulation. you're not so far from your destiny. we got unbeatable ground floor in b-block safdarjung enclave for sale. it is in 150 yds. It has 3 large king sized bedroom attached bathroom with Jacuzzi and roof top shower with all other fittings. it has modular kitchen with all needed facility. it has 3 big balcony with amazing out side view. it has 1 servant quarter also. it has 1 reserved car parking with gated society. It has 24*7 water supply with full power backup. for more information contact us at once because it can be your dream house. read more Contact Agent View Phone No. Share Feedback Crisil Silver Agent Sagar Home Developers Pvt. Ltd. 1000+ Buyers Served;1;25000000;Ready_to_move;Resale;Builder_Floor;14818;Bellevue
1550;3;3;Semi-Furnished;Safdarjung Enclave;1;38000000;Ready_to_move;New_Property;Builder_Floor;14818;Shoreline
700;2;2;Unfurnished;Safdarjung Enclave;1;15000000;Ready_to_move;Resale;Builder_Floor;14818;Sammamish
150;2;1;Semi-Furnished;Arjun Nagar, Safdarjung Enclave;1;2000000;Ready_to_move;Resale;Apartment;14818;Vashon
540;1;1;Unfurnished;Arjun Nagar, Safdarjung Enclave;1;3000000;Ready_to_move;Resale;Builder_Floor;14818;Woodinville
810;2;2;Semi-Furnished;Krishna Nagar-Safdarjung Enclave;1;8500000;Ready_to_move;Resale;Builder_Floor;14818;Seattle
3250;4;4;Semi-Furnished;Safdarjung Enclave carpet area 3250 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered bathroom 4 balcony 3 ownership Freehold Near Buy Green park Metro station. The location of the property is Awesome and Peaceful. The construction is very Highend and Very tasteful Done-up. The Same property is location on the FF. 4 Side corner read more Contact Agent Enquire Now Share Feedback Crisil Silver Agent Findahouse Real Estate Consultants LLP 2000+ Buyers Served;1;55000000;Ready_to_move;Resale;Builder_Floor;14818;Seattle
1600;3;3;Semi-Furnished;Safdarjung Enclave;2;22500000;Ready_to_move;Resale;Builder_Floor;14818;SeaTac
4000;4;4;Semi-Furnished;Safdarjung Enclave;1;72500000;Ready_to_move;Resale;Builder_Floor;14818;Seattle
5500;6;7;Furnished;Safdarjung Enclave;1;160000000;Ready_to_move;Resale;Apartment;14818;Kirkland
900;3;3;Semi-Furnished;Krishna Nagar-Safdarjung Enclave;1;12500000;Ready_to_move;New_Property;Builder_Floor;14818;Seattle
972;2;2;Semi-Furnished;Safdarjung Enclave;1;17000000;Ready_to_move;Resale;Apartment;14818;Seattle
4150;4;4;Unfurnished;Safdarjung Enclave;3;82500000;Ready_to_move;New_Property;Builder_Floor;14818;Kirkland
2250;4;5;Semi-Furnished;Safdarjung Enclave;2;55000000;Ready_to_move;New_Property;Builder_Floor;14818;Bellevue
1650;3;3;Semi-Furnished;Safdarjung Enclave;1;35000000;Ready_to_move;New_Property;Builder_Floor;14818;Newcastle
2610;4;4;Semi-Furnished;Safdarjung Enclave carpet area 290 sqyrd status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing West overlooking Main Road car parking 2 Open bathroom 4 balcony 3 ownership Freehold Opposite Deer Park.The property comes with independent Terrace. The area is centrally located and close to ring road which allows easy acess to all other areas.Renowned Delhi Lawn Tennis Association is within 10 minutes walking distance.Green park market is walkable distance. read more Contact Owner View Phone No. Share Feedback Owner Hemant pajankar;2;42500000;Ready_to_move;Resale;Builder_Floor;14818;Bellevue
600;2;2;Semi-Furnished;Arjun Nagar, Safdarjung Enclave;1;4700000;Ready_to_move;Resale;Builder_Floor;14818;Mercer Island
1700;4;5;Unfurnished;Safdarjung Enclave;2;52500000;Ready_to_move;Resale;Builder_Floor;14818;Shoreline
2250;4;4;Semi-Furnished;Safdarjung Enclave;3;80000000;Ready_to_move;New_Property;Builder_Floor;14818;Seattle
880;3;2;Unfurnished;Arjun Nagar, Safdarjung Enclave;1;11000000;Ready_to_move;Resale;Builder_Floor;14818;Redmond
4200;4;5;Semi-Furnished;Safdarjung Enclave;3;74000000;Ready_to_move;New_Property;Builder_Floor;14818;Seattle
1450;3;3;Semi-Furnished;Safdarjung Enclave carpet area 1450 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold Park facing builder floor apartment available for sale in safderjung enclave, 3 bedroom with attached bathroom, drawing dinning, modular kitchen. the property is on the top floor of a four storey building with terrace right, servant quarter, 1 car parking in stilt. read more Contact Agent View Phone No. Share Feedback Agent Delhi Homes Realty 1000+ Buyers Served;1;37500000;Ready_to_move;Resale;Builder_Floor;14818;Seattle
2200;4;4;Semi-Furnished;Safdarjung Enclave super area 2200 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing South overlooking Main Road car parking 3 Covered, 2 Open bathroom 4 balcony 3 ownership Freehold Newly Constructed Property Wide Road 450 Yards 2nd floor brand new 4 bhk attached bathrooms with full lighted and ventilated house.Most Valuable DealSEE TO BELIEVE read more Contact Agent View Phone No. Share Feedback Crisil Bronze Agent Panchsheel Homes 500+ Buyers Served;3;52500000;Ready_to_move;New_Property;Builder_Floor;23863;Seattle
1800;3;2;Unfurnished;Paschim Vihar Block B4;1;26500000;Ready_to_move;Resale;Builder_Floor;14722;Normandy Park
780;2;2;Unfurnished;Paschim Vihar How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. carpet area 780 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Unfurnished facing West bathroom 2 balcony 1 ownership Freehold Contact Now Enquire Now Auction By Bank;1;8770000;Ready_to_move;Resale;Builder_Floor;14722;Mercer Island
405;1;1;Semi-Furnished;DDA Lig Flats, Paschim Vihar carpet area 45 sqyrd status Ready to Move floor 4 out of 4 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road society DDA Lig Flats bathroom 1 balcony 1 ownership Freehold East Facing Property Expected price for the Flat is kept at 45 Lac. This is a 1 bedroom apartment present in DDA Lig Flats, Paschim Vihar. It measures an area of 45 Sq-m. It is on 4 floor out of 4 floors in the tower and is also well ventilated. The Flat has 1 washroom and also has 1 spacious balcony. read more Contact Owner View Phone No. Share Feedback Owner Anil;1;4500000;Ready_to_move;Resale;Apartment;14722;Seattle
900;2;3;Semi-Furnished;Paschim Vihar;1;8500000;Ready_to_move;Resale;Apartment;14722;Lake Forest Park
807.2925;2;2;Unfurnished;Archana Apartment, Paschim Vihar;1;8600000;Ready_to_move;Resale;Apartment;14722;Seattle
2700;4;3;Semi-Furnished;Guru Harikishan Nagar, Paschim Vihar;1;42500000;Ready_to_move;Resale;Builder_Floor;14722;Auburn
1100;3;2;Semi-Furnished;Paschim Vihar;2;13100000;Ready_to_move;Resale;Apartment;14722;Mercer Island
585;2;2;Unfurnished;Paschimpuri, Paschim Vihar;2;7000000;Ready_to_move;Resale;Apartment;14722;Auburn
2152.78;3;3;Furnished;Mianwali Nagar, Paschim Vihar;2;30000000;Ready_to_move;New_Property;Builder_Floor;14722;Woodinville
960;2;2;Semi-Furnished;Navbharat Apartment, Paschim Vihar Block B1;2;13000000;Ready_to_move;Resale;Apartment;14722;Duvall
1800;4;3;Unfurnished;Paschim Vihar Block A2;2;23100000;Ready_to_move;Resale;Builder_Floor;14722;Seattle
1100;3;2;Semi-Furnished;Paschim Vihar;1;16000000;Ready_to_move;Resale;Apartment;14722;Seattle
900;2;2;Unfurnished;Paschim Vihar;1;12500000;Ready_to_move;Resale;Builder_Floor;13889;Snoqualmie
1620;3;3;Furnished;LIC Colony, Paschim Vihar;1;24500000;Ready_to_move;New_Property;Builder_Floor;13889;Kenmore
378;1;1;Unfurnished;Paschimpuri, Paschim Vihar;1;3200000;Ready_to_move;Resale;Apartment;13889;Woodinville
800;3;2;Unfurnished;DDA Lig Flats, Paschim Vihar;1;6300000;Ready_to_move;Resale;Apartment;7875;Seattle
1350;3;3;Semi-Furnished;Pushkar Enclave, Paschim Vihar;1;15000000;Ready_to_move;Resale;Builder_Floor;11111;Snoqualmie
850;3;3;Unfurnished;Paschim Vihar carpet area 850 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Unfurnished facing North overlooking Garden/Park bathroom 3 balcony 1 ownership Freehold If you want to live a contended, pollution-free and peaceful life with your family and children, here is the once in a lifetime opportunity awaiting your attention!! Presenting a 3BHK ready to move flat up for sale in Paschim Vihar, which is becoming a dream residential area for its ability to provide a slice of authentic New Delhi city life. Property SpecificationsWell-knitted and planned on the super area of 900 sq ft is this 2bhk flat where the owner enjoys the complete rights of the freehold ownership. In a low-rise building of four-floors, this impressive infrastructure is positioned on the second floor, hence the residents can experience the greatest possible cross ventilation and natural sunlight.Though the age of construction is between 15-20 years, this north-facing flat is perfectly maintained and features 3 spacious bedrooms, 2 bathrooms, 2 airy balconies, a dining room, a living room, and a kitchen. All the bedrooms are adorned with decorative wardrobes offered with enough space for storage of clothes and other valuables.The attached toilet is designed in Indian fashion which is mounted-up with a geyser where you can enjoy a hot water bath, while the bathroom available for common use fashioned in the western genre.Further, an eye-catching view of the lush green garden is visible from the two well-aligned balconies where you can enjoy a hot cup of tea, where one balcony is connected to the bedroom, while the other balcony opens to the lobby. Bedecked with a granite countertop, a piped gas connection, and a chimney, the contemporarily designed modular kitchen is also provided with a wash area and also sufficient space for fridge.The entire flat is polished up with the good quality tiles which are easy to install and can be quite pleasant and comfortable underfoot.FacilitiesKeeping in mind the convenience of the residents, some of the basic facilities such as an unrestricted supply of water, and power backup with invertor. Additionally, one open parking space for 1 vehicle read more Contact Owner Share Feedback Owner Yogeet;1;5700000;Ready_to_move;Resale;Apartment;11111;Seattle
1580;3;2;Furnished;Shubh Niketan, Paschim Vihar;1;21000000;Ready_to_move;Resale;Apartment;11111;Seattle
820;2;3;Unfurnished;Paschim Vihar;1;7500000;Ready_to_move;Resale;Apartment;11111;Renton
594;2;1;Semi-Furnished;Ashoka Apartment, Paschim Vihar Block A2;1;6500000;Ready_to_move;Resale;Apartment;10943;Seattle
14220;3;3;Semi-Furnished;Paschim Vihar Block B4;1;27500000;Ready_to_move;New_Property;Builder_Floor;10943;Seattle
800;3;2;Unfurnished;Guru Harikishan Nagar, Paschim Vihar;1;12000000;Ready_to_move;Resale;Builder_Floor;10943;Seattle
1500;3;2;Semi-Furnished;Sunder Apartments, Sunder Vihar, Paschim Vihar;2;18000000;Ready_to_move;Resale;Apartment;10943;Seattle
1000;2;2;Semi-Furnished;Kailash Apartments, Aashirwaad Chowk, Dwarka;1;10700000;Ready_to_move;Resale;Apartment;10700;Issaquah
1500;3;2;Furnished;New Jyoti Apartments, Aashirwaad Chowk, Dwarka;1;16200000;Ready_to_move;Resale;Apartment;10700;Woodinville
1700;3;2;Furnished;Green Heavens Apartment, Aashirwaad Chowk, Dwarka;1;16500000;Ready_to_move;Resale;Apartment;10700;Seattle
1750;3;2;Furnished;PNB Employees Apartment, Aashirwaad Chowk, Dwarka;1;14900000;Ready_to_move;Resale;Apartment;10700;Kent
2700;4;3;Furnished;Sadbhawna CGHS, Aashirwaad Chowk, Dwarka;1;27500000;Ready_to_move;Resale;Apartment;10700;Shoreline
3405;5;5;Semi-Furnished;Common Wealth Games Village, Commonwealth Games Village 2010;3;70000000;Ready_to_move;Resale;Apartment;20558;Shoreline
1500;3;3;Semi-Furnished;Commonwealth Games Village 2010;3;35500000;Ready_to_move;Resale;Apartment;20558;Seattle
2105;3;3;Unfurnished;Common Wealth Games Village, Commonwealth Games Village 2010;3;42100000;Ready_to_move;Resale;Apartment;20558;Auburn
2500;4;5;Semi-Furnished;Project Commonwealth Games Village 2010, Akshardham Temple;3;42500000;Ready_to_move;Resale;Apartment;17000;Seattle
2090;3;4;Semi-Furnished;Common Wealth Games Village, Commonwealth Games Village 2010;2;44000000;Ready_to_move;Resale;Apartment;21052;Fall City
2525;4;5;Semi-Furnished;Project Commonwealth Games Village 2010, Commonwealth Games Village 2010;3;43200000;Ready_to_move;Resale;Apartment;21052;Kent
2500;4;4;Semi-Furnished;Project Commonwealth Games Village 2010, Commonwealth Games Village 2010;2;52500000;Ready_to_move;Resale;Apartment;21000;Shoreline
2100;3;4;Furnished;Common Wealth Games Village, Commonwealth Games Village 2010;2;34300000;Ready_to_move;Resale;Apartment;16333;Auburn
2022;3;3;Semi-Furnished;Project Commonwealth Games Village 2010, Akshardham Temple;2;38000000;Ready_to_move;Resale;Apartment;18793;Bellevue
2650;4;5;Furnished;Commonwealth Games Village 2010;2;52500000;Ready_to_move;Resale;Apartment;19811;Federal Way
1850;3;3;Unfurnished;Common Wealth Games Village, Commonwealth Games Village 2010;2;37500000;Ready_to_move;Resale;Apartment;20270;Kenmore
2100;3;3;Semi-Furnished;Common Wealth Games Village, Commonwealth Games Village 2010;2;37000000;Ready_to_move;Resale;Apartment;17619;Ravensdale
1700;3;4;Semi-Furnished;Commonwealth Games Village 2010;2;40000000;Ready_to_move;Resale;Apartment;17619;Tukwila
2105;3;3;Semi-Furnished;Common Wealth Games Village, Commonwealth Games Village 2010;2;36200000;Ready_to_move;Resale;Apartment;17197;Duvall
1250;2;3;Semi-Furnished;Common Wealth Games Village, Commonwealth Games Village 2010;1;29000000;Ready_to_move;Resale;Apartment;17197;Seattle
2552;4;5;Furnished;Project Commonwealth Games Village 2010, Commonwealth Games Village 2010;3;42500000;Ready_to_move;New_Property;Apartment;16654;Woodinville
3112;5;6;Semi-Furnished;Commonwealth Games Village 2010;3;60000000;Ready_to_move;Resale;Apartment;19280;Seattle
2125;3;3;Semi-Furnished;Project Commonwealth Games Village 2010, Commonwealth Games Village 2010;2;36500000;Ready_to_move;Resale;Apartment;17176;Sammamish
2065;3;4;Semi-Furnished;Common Wealth Games Village, Commonwealth Games Village 2010;2;42500000;Ready_to_move;Resale;Apartment;20581;Renton
3405;5;4;Semi-Furnished;Common Wealth Games Village, Commonwealth Games Village 2010;3;71500000;Ready_to_move;Resale;Apartment;20999;Issaquah
3050;5;5;Semi-Furnished;Common Wealth Games Village, Commonwealth Games Village 2010;3;65000000;Ready_to_move;New_Property;Apartment;21311;Renton
2300;5;6;Semi-Furnished;Common Wealth Games Village, Commonwealth Games Village 2010;3;58000000;Ready_to_move;Resale;Apartment;21311;Redmond
1455;2;2;Semi-Furnished;Commonwealth Games Village 2010;2;27500000;Ready_to_move;Resale;Apartment;18900;Shoreline
3400;5;5;Semi-Furnished;Project Commonwealth Games Village 2010, Commonwealth Games Village 2010;3;70000000;Ready_to_move;New_Property;Apartment;20588;SeaTac
